StockCode,Description,Revenue,Quantity,Orders,Customers,Avg_Price
84627,CANDY STRIPE ROSE C/COVER,297.5,50,19,15,5.95
84629,WHITE 3 FRAME BIRDS AND TREE,237.8,24,13,12,12.796153846153846
84630,FLOWERS AND BIRDS WALL PLAQUE,15.9,2,1,1,7.95
84631,FRUIT TREE AND BIRDS WALL PLAQUE,1106.16,288,50,19,9.515999999999998
84632,DECORATIVE HANGING SHELVING UNIT,859.25,15,11,8,59.040909090909096
84637,KITCHEN FLOWER POTS WALL PLAQUE,1454.49,585,114,28,5.804122807017544
84638,SMALL KITCHEN FLOWER POTS PLAQUE,1101.55,400,69,27,7.495652173913044
84648,NEW BAROQUE WALL MIRROR,12.75,1,1,1,12.75
84653,GREEN ROSE QUILT,750.48,14,12,8,54.88166666666667
84656,WHITE ROSE C/COVER,130.9,22,13,12,5.950000000000001
84657,GREEN ROSE CUSHION COVER,517.48,246,20,14,4.4990000000000006
84658,WHITE STITCHED CUSHION COVER,1199.66,214,64,50,6.96723076923077
84659A,WHITE TRAVEL ALARM CLOCK,1469.51,588,224,55,2.5639555555555553
84660A,WHITE STITCHED WALL CLOCK,855.26,860,51,34,2.2080392156862745
84660B,BLACK STITCHED WALL CLOCK,899.48,745,61,26,3.0591803278688525
84660C,PINK STITCHED WALL CLOCK,987.98,725,85,29,3.6374117647058823
84660a,WHITE STITCHED WALL CLOCK,52.699999999999996,7,5,0,7.556
84660b,BLACK STITCHED WALL CLOCK,53.18,7,6,0,7.593333333333334
84660c,PINK STITCHED WALL CLOCK,233.98,31,28,0,7.551428571428572
84661A,WHITE SQUARE TABLE CLOCK,308.99,222,43,22,2.9223255813953486
84661B,BLACK SQUARE TABLE CLOCK,530.22,243,51,21,3.2335294117647058
84661C,PINK SQUARE TABLE CLOCK,179.75,150,25,12,2.8407999999999998
84661a,WHITE SQUARE TABLE CLOCK,10.02,2,2,0,5.01
84661b,BLACK SQUARE TABLE CLOCK,4.96,1,1,0,4.96
84661c,PINK SQUARE TABLE CLOCK,10.12,2,2,0,5.06
84663A,GRASS HOPPER WOODEN WALL CLOCK,746.39,373,64,34,4.415
84664,CHERRY BLOSSOM BATHROOM CABINET,955.35,193,51,17,4.95
84665,SQUARE CHERRY BLOSSOM CABINET,1364.7,226,47,25,6.375531914893617
84666,SQUARE CHERRY BLOSSOM CABINET,892.7,226,33,13,3.9499999999999997
84670,JAPANESE CROCHETED ANIMAL,2128.72,5196,182,114,0.4957671957671958
84671B,CROCHET BEAR WITH BLUE STRIPES,306.77,109,32,20,3.185151515151515
84673A,PINK FLY SWAT,314.84,500,99,57,0.740990099009901
84673B,BLUE FLY SWAT,391.31,503,133,65,0.9244776119402984
84674,FLYING PIG WATERING CAN,1175.93,460,106,67,3.208691588785047
84675,FROG KING WATERING CAN,571.71,206,62,39,3.6961290322580647
84676,BATH DUCK WATERING CAN,2102.46,848,110,76,3.1355454545454546
84678,CLASSICAL ROSE SMALL VASE,1108.28,565,81,52,2.8865476190476187
84679,CLASSICAL ROSE TABLE LAMP,103.3,14,4,4,8.95
84680,CLASSICAL ROSE URN,372.3,94,17,14,7.06764705882353
84682,CLASSICAL ROSE DISH,596.94,295,49,31,3.3329411764705887
84683,CLASSICAL ROSE CANDLESTAND,516.85,537,46,18,1.6375510204081631
84684,BEACH HUT PHOTO FRAME,720.6999999999999,609,40,17,3.28775
84685,BEACH HUT KEY CABINET,1366.17,435,125,46,5.732
84686,BEACH HUT MIRROR,1027.79,389,76,33,5.956842105263158
84687,BEACH HUT SHELF W 3 DRAWERS,1208.06,314,73,43,6.919315068493151
84688,BEACH HUT DESIGN BLACKBOARD,1313.52,422,81,39,5.835432098765432
84689,S/2 BEACH HUT TREASURE CHESTS,742.9,312,40,29,5.3012500000000005
84690,S/2 BEACH HUT STOOLS,214.65,27,14,12,7.95
84691,PACK 20 DOLLY PEGS,2225.5,2747,235,124,1.0269491525423728
84692,BOX OF 24 COCKTAIL PARASOLS,9336.68,19085,1122,348,0.6297456140350877
84705A,ENGLISH ROSE PHOTO FRAME,65.10000000000001,14,7,5,4.65
84705B,FAIRY CAKES PHOTO FRAME,113.27,84,3,2,4.006666666666667
84705C,PINK FLOCK PHOTO FRAME,227.33,162,8,5,3.92875
84705D,CHERRY BLOSSOM PHOTO FRAME,97.9,22,14,3,4.386
84705F,RED PEONY PHOTO FRAME,37.2,8,5,4,4.65
84705b,FAIRY CAKES PHOTO FRAME,6.86,2,2,0,3.43
84706A,ENGLISH ROSE TABLE CLOCK,325.88,137,7,6,7.339999999999999
84706B,FAIRY CAKES TABLE CLOCK,188.73,20,9,8,10.03111111111111
84706C,PINK FLOCK TABLE CLOCK,170.8,84,4,4,3.6999999999999997
84706D,CHERRY BLOSSOM TABLE CLOCK,500.19,219,16,14,4.771249999999999
84706F,RED PEONY TABLE CLOCK,208.3,34,17,15,5.616666666666666
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,1045.8799999999999,125,64,36,10.487656249999999
84707B,PINK JEWELLED MIRROR TRINKET TRAY,618.52,79,51,22,8.634509803921569
84708B,PINK JEWELLED PHOTO FRAME,732.7900000000001,142,53,36,5.391851851851852
84709A,SILVER OVAL JEWELLED MIRROR,136.85,23,13,11,5.95
84709B,PINK OVAL JEWELLED MIRROR,1014.48,176,86,32,5.925287356321839
84711A,SILVER OVAL SHAPE TRINKET BOX,390.95,42,24,13,9.000416666666666
84711B,PINK OVAL SHAPE TRINKET BOX,357.71,39,30,11,8.988
84712B,PINK JEWELLED PHOTO FRAME,767.1600000000001,98,60,29,7.797
84715,SET OF 6 ICE CREAM SKITTLES,734.8900000000001,241,47,35,3.393617021276596
84720,DOT MATRIX CANVAS ART PICTURE,147.05,35,3,3,6.883333333333333
84721,MANHATTAN CANVAS ART PICTURE,87.8,20,2,2,8.35
84723,CHERRY BLOSSOM CANVAS ART PICTURE,201.3,54,12,11,5.95
84725,FREESTYLE CANVAS ART PICTURE,216.5,134,29,24,2.1155172413793104
84726,LILLIES CANVAS PICTURE,394.85,233,5,4,2.17
84731,3 BIRDS CANVAS SCREEN,3.69,3,3,3,1.23
84732B,CUTE BIRD CEATURE SCREEN,18.48,28,6,6,1.23
84732D,CUTE RABBIT CEATURE SCREEN,10.89,15,6,6,1.23
84741C,CITRUS GARLAND FELT FLOWERS,372.14,185,51,42,2.125576923076923
84743C,ORANGE FELT VASE + FLOWERS,11.25,9,5,5,1.25
84744,S/6 SEW ON CROCHET FLOWERS,188.77,149,31,26,1.3263636363636362
84745A,PINK HANGING GINGHAM EASTER HEN,30.240000000000002,72,15,13,0.42
84745B,BLUE HANGING GINGHAM EASTER HEN,34.86,83,17,15,0.42
84746,PINK EASTER HENS+FLOWER,72.06,23,16,6,3.105
84748,FOLK FELT HANGING MULTICOL GARLAND,1781.1200000000001,1170,93,27,3.4468085106382977
84750A,PINK SMALL GLASS CAKE STAND,1189.23,544,105,42,3.0715238095238093
84750B,BLACK SMALL GLASS CAKE STAND,1142.02,609,78,43,2.445128205128205
84751B,BLACK MEDIUM GLASS CAKE STAND,115.86,38,19,18,3.0100000000000002
84753A,PINK EAU DE COLOGNE BOTTLE,92.16999999999999,97,24,14,1.1537499999999998
84754,S/15 SILVER GLASS BAUBLES IN BAG,2634.59,2083,218,129,1.5527232142857144
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,25205.13,40439,1259,524,0.8276983503534957
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,74.75,5,4,4,14.95
84760L,LARGE HANGING GLASS+ZINC LANTERN,896.0,560,1,1,1.6
84760S,SMALL HANGING GLASS+ZINC LANTERN,360.21,222,36,24,1.9478378378378376
84761,IVORY HANGING BIRD PLANTER,768.8499999999999,276,61,33,3.122295081967213
84762A,WHITE PICNIC BARBECUE BUCKET,517.4300000000001,59,29,24,9.866551724137931
84762B,PINK PICNIC BARBECUE BUCKET,837.77,113,48,19,8.7825
84762C,GREEN PICNIC BARBECUE BUCKET,761.25,105,43,18,8.556511627906977
84763,ZINC FINISH 15CM PLANTER POTS,1903.0,1517,170,106,1.4076608187134503
84765,SILVER ROCOCO CANDELABRA,140.23,9,6,4,16.996666666666666
84766,SILVER ROCOCO CANDLE STICK,638.0,200,27,24,4.57962962962963
84767,ZINC POLICE BOX LANTERN,806.22,195,6,4,7.395
84770,ROUND GEORGIAN SILVER MIRROR,419.25000000000006,135,16,14,3.825
84773,RED ROSE AND LACE C/COVER,560.5,190,48,34,2.95
84782A,PINK 3 TIER GLASS PLATE STAND,840.45,119,26,24,9.903846153846153
84782B,BLACK 3 TIER GLASS PLATE STAND,127.5,10,6,6,12.75
84782C,GREEN 3 TIER GLASS PLATE STAND,509.9,74,18,18,9.616666666666667
84789,ENCHANTED BIRD PLANT CAGE,1558.39,445,124,81,4.017177419354839
84791,GINGHAM HEART DECORATION,1086.13,334,106,66,3.791320754716981
84792,ENCHANTED BIRD COATHANGER 5 HOOK,10119.51,2297,519,248,5.2575623800383875
84795A,PASTEL STRIPE HAMMOCK,1696.02,208,70,34,9.646056338028169
84795B,SUNSET CHECK HAMMOCK,2379.09,298,96,56,8.963333333333333
84795C,OCEAN STRIPE HAMMOCK,2752.59,325,131,70,9.477954545454544
84795D,SEASIDE STRIPE HAMMOCK,1538.79,189,83,53,8.78421686746988
84795E,RIO PINK STRIPE HAMMOCK,79.5,10,5,3,7.95
84795b,SUNSET CHECK HAMMOCK,317.71999999999997,19,17,0,16.712352941176473
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,2072.9500000000003,284,111,23,9.56162162162162
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,4999.79,600,180,28,9.24565934065934
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,234.28,28,20,0,8.370999999999999
84796b,BLUE SAVANNAH PICNIC HAMPER FOR 2,17.12,2,2,0,8.56
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,3361.25,481,44,21,11.095227272727273
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,1845.2,323,33,22,10.58848484848485
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,198.84,18,17,0,11.048235294117646
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,232.62,21,19,0,11.083157894736841
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,432.45000000000005,195,10,9,2.505
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,492.90000000000003,326,10,8,2.125
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,40.8,16,3,3,2.55
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,528.78,678,31,26,1.0358064516129033
84800L,LARGE WHITE/PINK ROSE ART FLOWER,970.7900000000001,650,38,32,1.861842105263158
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,357.22,250,27,25,1.5892592592592591
84800S,SMALL WHITE/PINK ROSE ART FLOWER,292.03999999999996,388,19,19,1.0989473684210527
84801A,PINK HYDRANGEA ART FLOWER,427.44000000000005,272,15,14,1.976
84801B,WHITE HYDRANGEA ART FLOWER,345.0,214,18,14,2.0194444444444444
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,312.65000000000003,185,24,21,1.6900000000000002
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,389.79,411,17,16,1.5405882352941176
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,189.28,112,17,16,1.69
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,70.98,42,11,10,1.69
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,396.38000000000005,218,18,15,2.7022222222222223
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,501.9700000000001,355,19,17,2.5040000000000004
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,212.85,147,8,7,2.7625
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,551.4000000000001,340,9,7,2.461111111111111
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,261.90999999999997,319,20,19,1.135
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,568.02,450,32,28,1.3784375
84807,RED POPPY ARTIFICIAL FLOWER,215.93,233,7,7,1.5414285714285714
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,474.84,276,21,18,2.020952380952381
84809B,PINK CHRYSANTHEMUMS ART FLOWER,351.6,296,8,7,1.7875
84813,SET OF 4 DIAMOND NAPKIN RINGS,3300.7599999999998,422,99,53,11.604747474747473
84814A,HEXAGONAL CRYSTAL PERFUME BOTTLE,1.95,1,1,1,1.95
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,13.65,7,3,2,1.95
84815,SET OF 3 DANISH ROSE PLANTERS,1183.8200000000002,926,53,34,5.385094339622642
84816,DANISH ROSE BEDSIDE CABINET,1278.3500000000001,33,20,18,39.45
84817,DANISH ROSE DECORATIVE PLATE,937.44,1059,79,70,1.6346250000000002
84818,DANISH ROSE PHOTO FRAME,2382.25,1788,214,122,2.0407943925233645
84819,DANISH ROSE ROUND SEWING BOX,1368.26,908,95,82,2.969368421052631
84820,DANISH ROSE TRINKET TRAYS,899.37,323,54,46,5.308518518518519
84821,DANISH ROSE DELUXE COASTER,742.5,1318,74,50,0.7973333333333333
84823,DANISH ROSE FOLDING CHAIR,1210.0,120,29,29,12.363793103448277
84824,DANISH ROSE UMBRELLA STAND,676.4499999999999,38,32,23,18.4484375
84826,ASSTD DESIGN 3D PAPER STICKERS,869.08,1734,51,48,0.6558490566037736
84827,ASS DES PHONE SPONGE CRAFT STICKER,489.79,1027,29,23,0.5545161290322581
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,3315.18,2503,353,146,1.6207042253521127
84830,LARGE ENGLISH ARBORETUM,1195.15,113,7,7,15.357142857142858
84832,ZINC WILLIE WINKIE  CANDLE STICK,6134.7,6794,630,281,1.0830265210608425
84836,ZINC METAL HEART DECORATION,24289.33,19847,1408,662,1.3774425087108013
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,3210.04,251,143,109,13.428888888888888
84838,ANT WHITE HIGH RISE BIRD BOX,312.5,50,4,3,7.875
84839,SWEETHEART KEY CABINET,8747.05,1523,393,219,7.216472081218274
84840,SWEETHEART CARRY-ALL BASKET,2430.82,282,140,110,9.002642857142858
84842,HELLO SAILOR BATHROOM SET,744.15,1505,35,22,4.434571428571429
84843,WHITE SOAP RACK WITH 2 BOTTLES,1731.06,280,110,66,7.07972972972973
84845A,HOLLYHOCK SQUARE HANDY TIN,1.25,1,1,1,1.25
84845C,CARNATION SQUARE HANDY TIN,52.5,42,14,14,1.25
84845D,GERANIUM SQUARE HANDY TIN,51.25,41,11,11,1.25
84846A,SCENTED CANDLE IN DIGITALIS TIN,567.55,251,54,39,2.573888888888889
84847,FLORAL BATHROOM SET,1149.73,2330,49,32,4.466122448979592
84849A,HELLO SAILOR BLUE SOAP HOLDER,833.57,470,103,52,2.2339423076923075
84849B,FAIRY SOAP SOAP HOLDER,3244.14,1936,293,123,2.0241496598639457
84849D,HOT BATHS SOAP HOLDER,2618.27,1558,260,122,1.8957088122605363
84854,GIRLY PINK TOOL SET,2079.4700000000003,381,110,42,6.568198198198199
84855,BLOKEY SILVER TOOL SET,196.70000000000002,36,15,10,5.875
84856L,LARGE TAHITI BEACH BAG,1492.28,238,81,46,7.748271604938272
84856S,SMALL TAHITI BEACH BAG,1877.21,467,33,25,4.978787878787879
84857A,SILVER MONTE CARLO HANDBAG,68.0,8,3,2,8.5
84857B,BLUE MONTE CARLO HANDBAG,46.8,24,1,1,1.95
84857C,PINK MONTE CARLO HANDBAG,445.03,197,17,13,4.375294117647059
84858A,NATURAL RIVIERA HANDBAG,128.83,53,8,7,6.135
84858B,BLUE RIVIERA HANDBAG,431.0,326,9,8,2.816666666666667
84858C,PINK RIVIERA HANDBAG,611.0699999999999,347,30,22,5.593999999999999
84859A,SILVER DISCO HANDBAG,613.53,293,58,40,3.3916666666666666
84859B,BLUE DISCO HANDBAG,433.46,282,18,14,2.8922222222222222
84859C,PINK DISCO HANDBAG,552.72,304,39,29,3.041
84864A,PINK PAISLEY PHOTO ALBUM,67.71000000000001,7,4,3,8.455
84865,NEW BAROQUE BLACK PHOTO ALBUM,639.42,77,48,26,9.396666666666667
84867A,PINK BABY GIRLS PHOTO ALBUM,105.82000000000001,16,4,3,8.355
84867a,PINK BABY GIRLS PHOTO ALBUM,13.57,1,1,0,13.57
84867b,BLUE BABY BOY'S PHOTO ALBUM,27.14,2,1,0,13.57
84868A,PINK BABY GIRL'S MEMORY BOX,13.9,2,2,2,6.95
84868B,BLUE BABY BOY'S MEMORY BOX,34.75,5,4,4,6.95
84869,CANDY BUTTON PHOTO ALBUM,703.54,302,26,18,5.044615384615384
84870B,BLUE GEISHA GIRL,322.61,90,40,22,3.658
84870C,GREEN GEISHA GIRL,330.36,93,41,21,3.4463414634146345
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,1983.54,177,102,6,11.30343137254902
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,636.47,58,45,0,10.975333333333333
84873A,FUNKY FLOWER PICNIC BAG FOR 4,394.15,32,16,5,13.243749999999999
84873a,FUNKY FLOWER PICNIC BAG FOR 4,973.36,88,59,0,11.064745762711864
84874B,BLUE TRAVEL FIRST AID KIT,141.76,86,36,26,1.6462162162162162
84875A,PINK SQUARE COMPACT MIRROR,60.0,16,12,10,3.75
84875B,GREEN SQUARE COMPACT MIRROR,511.01,373,40,16,1.9637499999999999
84875D,BLUE SQUARE COMPACT MIRROR,483.75,371,37,17,1.722972972972973
84876B,GREEN HEART COMPACT MIRROR,488.31,344,40,22,2.4007317073170733
84876C,SILVER HEART COMPACT MIRROR,26.25,7,4,4,3.75
84876D,BLUE HEART COMPACT MIRROR,600.52,331,35,24,3.5862857142857143
84877A,PINK ROUND COMPACT MIRROR,185.66,74,17,14,3.401764705882353
84877B,GREEN ROUND COMPACT MIRROR,504.43,291,43,13,2.682093023255814
84877D,BLUE ROUND COMPACT MIRROR,371.84999999999997,160,43,14,2.9727906976744185
84879,ASSORTED COLOUR BIRD ORNAMENT,129324.49,80082,2807,1010,1.8590344101123595
84880,WHITE WIRE EGG HOLDER,9894.99,1729,375,185,6.7271618037135275
84881,BLUE WIRE SPIRAL CANDLE HOLDER,342.94,52,24,21,6.8808333333333325
84882,GREEN WIRE STANDING CANDLE HOLDER,289.43,66,36,22,4.704166666666667
84884A,ANT WHITE WIRE HEART SPIRAL,6248.28,1708,312,195,4.5332371794871795
84884a,ANT WHITE WIRE HEART SPIRAL,410.89,49,35,0,8.37742857142857
84886,BLUE METAL WALL SHELF,119.39999999999999,12,9,8,9.95
84891B,GREEN WIRE GOBLET CANDLEHOLDER,87.45,11,6,5,7.95
84893,ANT WHITE IRON BASKET,186.35000000000002,33,15,12,5.883333333333334
84898F,YELLOW FLOWERS FELT HANDBAG KIT,352.75,165,52,37,2.1796153846153845
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,73.93,53,21,11,1.6157142857142857
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,192.17,121,53,20,1.899811320754717
84901,BLACK FACE LAMB WITH PANTS,471.13,123,74,44,3.8594594594594596
84902,PINK KNITTED COW STUFFED TOY,326.33,84,53,28,3.930377358490566
84905,PINK BUTTERFLY C/COVER,1007.91,269,105,19,5.029047619047619
84906,PINK B'FLY C/COVER W BOBBLES,307.47,66,21,14,5.32
84907,PINK/YELLOW PATCH CUSHION COVER,999.17,391,36,12,6.622222222222223
84908A,PINK 5 PATCH FLOWER CUSHION COVER,1045.16,432,36,4,5.822222222222222
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,1052.29,435,35,2,5.516857142857143
84909A,PINK PAISLEY QUILT,2797.55,209,30,24,17.176666666666666
84910A,PINK PAISLEY CUSHION COVER,1230.39,432,53,37,6.489433962264151
84912A,PINK ROSE WASHBAG,2996.44,1094,231,59,3.620258620689655
84912B,GREEN ROSE WASHBAG,3072.64,1125,259,56,3.5072030651340995
84912a,PINK ROSE WASHBAG,15.56,2,1,0,7.78
84913A,SOFT PINK ROSE TOWEL,2211.54,608,266,26,3.6103759398496242
84913B,MINT GREEN ROSE TOWEL,1593.29,420,200,27,3.6969
84914A,PINK ROSE PICNIC RUG,155.7,6,5,2,25.95
84915,HAND TOWEL PINK FLOWER AND DAISY,459.56,234,37,15,4.340810810810811
84916,HAND TOWEL PALE BLUE W FLOWERS,646.4300000000001,261,58,28,4.468965517241379
84917,WHITE HAND TOWEL WITH BUTTERFLY,686.03,229,53,16,4.334150943396226
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,995.12,208,63,15,6.064920634920635
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,1619.84,291,43,20,6.965581395348837
84920,PINK FLOWER FABRIC PONY,805.38,201,88,43,4.446590909090909
84921,CREAM AND PINK FLOWERS PONY,101.25,27,14,13,3.75
84922,PINK BUTTERFLY WASHBAG,808.22,342,17,9,5.865882352941177
84923,PINK BUTTERFLY HANDBAG W BOBBLES,1017.64,234,150,5,4.34
84924A,WAKE UP COCKEREL CALENDAR SIGN,571.0,133,62,41,4.855483870967742
84924D,LA PALMIERA METAL SIGN CALENDAR,272.61,764,15,11,3.7993333333333337
84924F,PSYCHEDELIC METAL SIGN CALENDAR,274.55,975,10,8,2.952
84925A,WAKE UP COCKEREL WALL THERMOMETER,339.29,179,17,14,2.808235294117647
84925C,FAIRY CAKES  WALL THERMOMETER,71.39999999999999,28,10,10,2.55
84925D,LA PALMIERA WALL THERMOMETER,677.4499999999999,452,26,24,2.321153846153846
84925E,FLOWERS WALL THERMOMETER,130.05,75,3,3,2.2666666666666666
84925F,PSYCHEDELIC WALL THERMOMETER,873.11,714,34,29,2.2376470588235295
84926A,WAKE UP COCKEREL TILE COASTER,293.08,664,51,29,0.9750980392156862
84926B,SCOTTS ROSES TILE COASTER,67.5,54,10,8,1.25
84926C,FAIRY CAKES TILE COASTER,189.6,138,31,17,1.7590322580645161
84926D,LA PALMIERA TILE COASTER,365.34999999999997,773,47,29,1.0852083333333333
84926E,FLOWERS TILE COASTER,471.57,1081,52,40,0.7690384615384616
84926F,PSYCHEDELIC TILE COASTER,277.9,484,42,24,1.4188095238095237
84927A,WAKE UP COCKEREL TILE HOOK,157.61,226,33,22,2.222727272727273
84927D,LA PALMIERA TILE HOOK,211.29,953,28,22,1.762857142857143
84927E,FLOWERS TILE HOOK,224.31,494,29,22,2.0863333333333336
84927F,PSYCHEDELIC TILE HOOK,273.32,335,62,44,1.60390625
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,1007.52,3096,93,82,0.3666666666666667
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,513.69,204,82,42,2.7070731707317073
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,688.73,274,83,44,2.6616867469879515
84932A,SMALL GREEN PEONY FOLDING STOOL,602.6,262,24,22,3.860416666666667
84932B,SMALL PINK PEONY FOLDING STOOL,401.3,189,17,17,3.105882352941176
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,615.4,282,34,31,3.105882352941176
84932D,SMALL ORIENTAL RED FOLDING STOOL,574.71,239,21,16,4.629047619047619
84933A,LARGE GREEN PEONY FOLDING STOOL,314.34999999999997,131,6,5,4.716666666666666
84933B,LARGE PINK PEONY FOLDING STOOL,309.15,136,6,5,3.408333333333333
84933C,LARGE BLUE ORIENTAL FOLDING STOOL,317.0,136,6,6,4.716666666666667
84934,ASSTD DESIGN POP ART SLIM PEN,586.5,687,13,12,0.9153846153846155
84937,KASHMIR FOLKART TUMBLERS,5394.54,2542,124,50,4.990161290322581
84942,KASHMIR FOLKART HEART DISHES,5.07,3,3,3,1.6900000000000002
84944,SET OF 6 KASHMIR FOLKART BAUBLES,3153.88,1135,194,122,3.8585204081632654
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,17746.71,21605,653,344,1.077181818181818
84946,ANTIQUE SILVER TEA GLASS ETCHED,49210.4,36696,1769,641,1.5324958030218243
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,18744.170000000002,15810,680,312,1.4420343839541547
84948,SILVER HANGING T-LIGHT HOLDER DOME,459.21000000000004,273,36,28,1.7905405405405406
84949,SILVER HANGING T-LIGHT HOLDER,19015.8,11945,693,330,1.8268847795163583
84950,ASSORTED COLOUR T-LIGHT HOLDER,4199.27,6041,274,156,0.9113818181818182
84951A,S/4 PISTACHIO LOVEBIRD COASTERS,848.76,622,135,37,2.1285925925925926
84951B,S/4 BLACK LOVEBIRD COASTERS,802.73,565,120,31,2.0461157024793386
84951b,S/4 BLACK LOVEBIRD COASTERS,51.26,10,5,0,5.104
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,392.53,148,39,13,3.135897435897436
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,615.49,364,44,15,3.0925
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,705.01,374,42,18,3.347674418604651
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,179.85000000000002,3,2,2,59.95
84963A,PINK PAINTED KASHMIRI CHAIR,763.35,23,9,8,41.738888888888894
84963B,BLUE PAINTED KASHMIRI CHAIR,591.5,18,6,5,42.958333333333336
84964A,PINK PAINTED KASHMIRI TABLE,630.0,11,2,2,45.0
84964B,BLUE PAINTED KASHMIRI TABLE,990.0,17,2,2,45.0
84965A,PINK KASHMIRI COFFEE TABLE,1050.0,20,3,2,40.0
84965B,BLUE KASHMIRI COFFEE TABLE,1359.95,27,4,3,62.4875
84966A,PINK KASHMIRI BOXED MIRROR,225.95,13,4,3,25.4875
84966B,BLUE KASHMIRI BOXED MIRROR,428.0,33,4,3,16.0
84966C,GREEN KASHMIRI BOXED MIRROR,276.0,23,2,1,12.0
84967A,PINK KASHMIRI OCCASIONAL TABLE,174.9,3,3,2,58.300000000000004
84967B,BLUE KASHMIRI OCCASIONAL TABLE,1249.45,24,11,8,65.87272727272727
84967C,GREEN KASHMIRI OCCASIONAL TABLE,419.85,9,4,3,67.4625
84968A,S/16 VINTAGE ROSE CUTLERY,6538.08,529,204,66,14.126097560975609
84968B,S/16 VINTAGE IVORY CUTLERY,5681.41,428,135,51,14.866148148148147
84968C,S/16 VINTAGE PISTACHIO CUTLERY,7629.25,637,191,64,14.947083333333333
84968D,S/16 VINTAGE RED CUTLERY,5393.71,472,106,45,13.328113207547169
84968E,S/16 VINTAGE BLACK CUTLERY,4490.48,387,98,41,12.587448979591835
84968F,S/16 VINTAGE SKY BLUE CUTLERY,3571.77,298,131,52,13.317557251908397
84968a,S/16 VINTAGE ROSE CUTLERY,150.82,6,4,0,25.225
84968b,S/16 VINTAGE IVORY CUTLERY,50.98,2,2,0,25.49
84968d,S/16 VINTAGE RED CUTLERY,100.37,4,4,0,25.0925
84968e,S/16 VINTAGE BLACK CUTLERY,404.13,16,13,0,25.286153846153844
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,50.98,2,2,0,25.49
84969,ASSORTED COLOUR SET 6 TEASPOONS,4279.93,969,341,100,4.862199413489736
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,17177.04,17400,1080,463,1.243974241030359
84970S,HANGING HEART ZINC T-LIGHT HOLDER,21794.26,26444,1425,616,1.090320781032078
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,487.14,233,65,0,2.0984615384615384
84970s,HANGING HEART ZINC T-LIGHT HOLDER,784.04,373,98,0,2.1014285714285714
84971L,LARGE HEART FLOWERS HOOK,723.51,585,58,37,1.5720338983050848
84971S,SMALL HEART FLOWERS HOOK,5493.3099999999995,6489,459,180,1.077489270386266
84971l,LARGE HEART FLOWERS HOOK,4.92,2,1,0,2.46
84971s,SMALL HEART FLOWERS HOOK,9.959999999999999,6,3,0,1.66
